epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.4187001883983612,0.0010000000474974513,1.084847092628479,0.6635193228721619,0.7559667229652405
1,0.7112200856208801,0.0010000000474974513,0.8048036694526672,0.7939913868904114,0.5763139724731445
2,0.8053341507911682,0.0010000000474974513,0.6219208240509033,0.8062946796417236,0.5065770745277405
3,0.8665236234664917,0.0010000000474974513,0.43786850571632385,0.8148784041404724,0.48458078503608704
4,0.9108522534370422,0.0010000000474974513,0.28168800473213196,0.8263233304023743,0.5034765005111694
5,0.9360514879226685,0.0010000000474974513,0.18926113843917847,0.8268955945968628,0.5476036667823792
6,0.9517474174499512,0.0010000000474974513,0.13574564456939697,0.8351931571960449,0.6056045889854431
7,0.9658491611480713,0.0005000000237487257,0.08915567398071289,0.8323318958282471,0.7027812004089355
8,0.9733292460441589,0.0005000000237487257,0.06539388000965118,0.8260371685028076,0.7158454060554504
